uqer_indic_id,uqer_api_name,observation_rows,period_start,period_end,publish_date_non_null_rows,has_observations
2020746426,EcoDataIndEnergyGet,609,2015-01-02,2026-08-07,25,True
2020749327,EcoDataIndEnergyGet,2397,2015-08-11,2026-08-12,340,True
2020761919,EcoDataIndEnergyGet,526,2016-06-24,2026-08-07,71,True
2020766782,EcoDataIndEnergyGet,45,2015-03-31,2026-03-31,0,True
1070005227,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
1070005228,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
1070005229,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
1070005230,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
1070005231,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,137,True
1070006934,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,136,True
1070006935,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,136,True
2210100846,EcoDataIndFinancialservicesGet,123,2016-05-31,2026-07-31,123,True
2210500105,EcoDataIndFinancialservicesGet,139,2015-01-31,2026-07-31,139,True
2210500106,EcoDataIndFinancialservicesGet,139,2015-01-31,2026-07-31,139,True
2210900112,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900113,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900114,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900115,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900116,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900117,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,126,True
2210900118,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,126,True
2210900119,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,126,True
2210900129,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2210900130,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2210900131,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2210900132,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2210900133,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2210900134,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2210900135,EcoDataIndFinancialservicesGet,93,2018-06-30,2026-06-30,81,True
2211002704,EcoDataIndFinancialservicesGet,138,2015-01-31,2026-06-30,138,True
2110100015,EcoDataIndFoodbeverageGet,115,2015-02-28,2026-06-30,115,True
2110100023,EcoDataIndFoodbeverageGet,115,2015-02-28,2026-06-30,115,True
2110100025,EcoDataIndFoodbeverageGet,115,2015-02-28,2026-06-30,115,True
2110100041,EcoDataIndFoodbeverageGet,115,2015-02-28,2026-06-30,115,True
2110100043,EcoDataIndFoodbeverageGet,115,2015-02-28,2026-06-30,115,True
2110720687,EcoDataIndFoodbeverageGet,81,2018-01-31,2026-06-30,72,True
2110731591,EcoDataIndFoodbeverageGet,114,2015-03-31,2026-06-30,114,True
2110731623,EcoDataIndFoodbeverageGet,114,2015-03-31,2026-06-30,1,True
2110731655,EcoDataIndFoodbeverageGet,126,2015-02-28,2026-06-30,126,True
2110731687,EcoDataIndFoodbeverageGet,126,2015-02-28,2026-06-30,1,True
2110732341,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110732342,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110732343,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110732344,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110735147,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110735148,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2110735149,EcoDataIndFoodbeverageGet,418,2015-01-10,2026-08-10,0,True
2130100008,EcoDataIndLightmanufactueGet,115,2015-02-28,2026-06-30,57,True
2130711709,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,0,True
2130711723,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,0,True
2130711821,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,63,True
2130712244,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,63,True
2130712257,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,63,True
2130712264,EcoDataIndLightmanufactueGet,138,2015-01-31,2026-06-30,63,True
2130713181,EcoDataIndLightmanufactueGet,126,2016-01-31,2026-06-30,75,True
2130713221,EcoDataIndLightmanufactueGet,122,2016-01-31,2026-06-30,73,True
2080100004,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080100028,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080100030,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080100032,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080100060,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080100199,EcoDataIndMachineryequipmentGet,137,2015-01-31,2026-06-30,75,True
2080106991,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080110940,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080200369,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,138,True
2080200377,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,138,True
2080200815,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,138,True
2080200822,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,138,True
2080617129,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2080617139,EcoDataIndMachineryequipmentGet,115,2015-02-28,2026-06-30,115,True
2087005763,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087005765,EcoDataIndMachineryequipmentGet,126,2016-01-31,2026-06-30,125,True
2087005985,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087005999,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006167,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006181,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006183,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006587,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006601,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006603,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006629,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006631,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006643,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006657,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006659,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006671,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006685,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006699,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006713,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006727,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006729,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006937,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006951,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087006953,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007021,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007022,EcoDataIndMachineryequipmentGet,137,2015-01-31,2026-06-30,0,True
2087007023,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007024,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,137,True
2087007049,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007050,EcoDataIndMachineryequipmentGet,137,2015-01-31,2026-06-30,0,True
2087007051,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007052,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,137,True
2087007371,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007373,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007385,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007387,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087007413,EcoDataIndMachineryequipmentGet,132,2015-01-31,2026-06-30,0,True
2087007415,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087036653,EcoDataIndMachineryequipmentGet,102,2015-01-31,2026-06-30,0,True
2087044865,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2087044872,EcoDataIndMachineryequipmentGet,138,2015-01-31,2026-06-30,0,True
2170000524,EcoDataIndRealestateGet,138,2015-01-31,2026-06-30,138,True
2170002024,EcoDataIndRealestateGet,126,2015-02-28,2026-06-30,126,True
2170002073,EcoDataIndRealestateGet,45,2015-03-31,2026-03-31,38,True
2170002074,EcoDataIndRealestateGet,45,2015-03-31,2026-03-31,45,True
2170700008,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170700009,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,46,True
2170700010,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170700042,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170700063,EcoDataIndRealestateGet,45,2015-03-31,2026-06-30,0,True
2170742149,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742151,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742153,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742155,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742159,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742161,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742163,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742167,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742173,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742175,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742177,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742179,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742187,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742189,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742191,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170742203,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,114,True
2170744841,EcoDataIndRealestateGet,103,2017-03-31,2026-06-30,103,True
2170744856,EcoDataIndRealestateGet,45,2015-03-31,2026-03-31,45,True
2170915526,EcoDataIndRealestateGet,138,2015-01-31,2026-06-30,135,True
2170915530,EcoDataIndRealestateGet,138,2015-01-31,2026-06-30,137,True
2170915531,EcoDataIndRealestateGet,138,2015-01-31,2026-06-30,137,True
2170915532,EcoDataIndRealestateGet,138,2015-01-31,2026-06-30,137,True
2170923943,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923944,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923945,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923946,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923947,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923948,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170923949,EcoDataIndRealestateGet,46,2015-03-31,2026-06-30,0,True
2170925022,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2170925024,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2170925026,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2170925028,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2170925030,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2170925032,EcoDataIndRealestateGet,114,2015-03-31,2026-06-30,56,True
2040000176,EcoDataIndSteelGet,2896,2015-01-04,2026-08-12,17,True
2040000179,EcoDataIndSteelGet,2896,2015-01-04,2026-08-12,21,True
2040000180,EcoDataIndSteelGet,2897,2015-01-04,2026-08-12,6,True
2040000181,EcoDataIndSteelGet,2897,2015-01-04,2026-08-12,18,True
2040000182,EcoDataIndSteelGet,2896,2015-01-04,2026-08-12,6,True
2040000183,EcoDataIndSteelGet,2896,2015-01-04,2026-08-12,6,True
2040104240,EcoDataIndSteelGet,588,2015-01-09,2026-08-12,588,True
2040104242,EcoDataIndSteelGet,588,2015-01-09,2026-08-12,588,True
2040104243,EcoDataIndSteelGet,588,2015-01-09,2026-08-12,588,True
2040104244,EcoDataIndSteelGet,588,2015-01-09,2026-08-12,588,True
2040104245,EcoDataIndSteelGet,588,2015-01-09,2026-08-12,588,True
2040104248,EcoDataIndSteelGet,564,2015-01-05,2026-08-12,564,True
2040601002,EcoDataIndSteelGet,2891,2015-01-04,2026-08-12,2891,True
2040601004,EcoDataIndSteelGet,2749,2015-07-29,2026-08-12,1252,True
2040601007,EcoDataIndSteelGet,578,2015-01-09,2026-08-07,293,True
2040608868,EcoDataIndSteelGet,123,2015-02-28,2026-03-31,60,True
2040608869,EcoDataIndSteelGet,123,2015-02-28,2026-03-31,48,True
2040608918,EcoDataIndSteelGet,123,2015-02-28,2026-03-31,52,True
2040608984,EcoDataIndSteelGet,124,2015-02-28,2026-05-31,50,True
2040608985,EcoDataIndSteelGet,124,2015-02-28,2026-05-31,50,True
2040608986,EcoDataIndSteelGet,124,2015-02-28,2026-05-31,50,True
2040608987,EcoDataIndSteelGet,124,2015-02-28,2026-05-31,50,True
2120200022,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,138,True
2120713658,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713660,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713672,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713674,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713686,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713688,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713966,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120713968,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714134,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714136,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714848,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714850,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714876,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714878,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714918,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120714920,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120715750,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120715752,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120715757,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120715759,EcoDataIndTextileclothingGet,138,2015-01-31,2026-06-30,63,True
2120734568,EcoDataIndTextileclothingGet,126,2016-01-31,2026-06-30,62,True
2120734728,EcoDataIndTextileclothingGet,126,2016-01-31,2026-06-30,62,True
2160004306,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004307,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004309,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004310,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004311,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004312,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004313,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004314,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004812,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004825,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004957,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160004973,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160005438,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160005442,EcoDataIndTraffictransportGet,597,2015-01-07,2026-08-05,597,True
2160029351,EcoDataIndTraffictransportGet,109,2015-02-28,2026-03-31,109,True
2160029358,EcoDataIndTraffictransportGet,109,2015-02-28,2026-03-31,18,True
2160029360,EcoDataIndTraffictransportGet,109,2015-02-28,2026-03-31,18,True
2160606442,EcoDataIndTraffictransportGet,2383,2016-02-05,2026-08-12,2383,True
2160606445,EcoDataIndTraffictransportGet,2382,2016-02-05,2026-08-12,2378,True
2160606446,EcoDataIndTraffictransportGet,2384,2016-02-05,2026-08-12,2380,True
2160606447,EcoDataIndTraffictransportGet,2384,2016-02-05,2026-08-12,2380,True
2160606454,EcoDataIndTraffictransportGet,2770,2015-01-04,2026-08-12,1418,True
2160606455,EcoDataIndTraffictransportGet,2770,2015-01-04,2026-08-12,1418,True
2160606456,EcoDataIndTraffictransportGet,2769,2015-01-04,2026-08-12,1418,True
2160606459,EcoDataIndTraffictransportGet,2770,2015-01-04,2026-08-12,1418,True
2160606460,EcoDataIndTraffictransportGet,2769,2015-01-04,2026-08-12,1418,True
2160606461,EcoDataIndTraffictransportGet,2770,2015-01-04,2026-08-12,1418,True
2160606468,EcoDataIndTraffictransportGet,2769,2015-01-04,2026-08-12,1418,True
2160606470,EcoDataIndTraffictransportGet,2768,2015-01-04,2026-08-12,2761,True
2160606474,EcoDataIndTraffictransportGet,2767,2015-01-04,2026-08-12,2762,True
2160606526,EcoDataIndTraffictransportGet,2672,2015-01-05,2026-08-12,2657,True
2160606527,EcoDataIndTraffictransportGet,2796,2015-01-04,2026-08-12,2777,True
2160606528,EcoDataIndTraffictransportGet,2793,2015-01-04,2026-08-12,2777,True
2160712475,EcoDataIndTraffictransportGet,138,2015-01-31,2026-06-30,0,True
2160712477,EcoDataIndTraffictransportGet,138,2015-01-31,2026-06-30,0,True
